0 59.2176 0.0 -3
3.25 126.487 293.721 -3.03872
3.3 127.939 290.391 -3.04503
3.35 129.373 286.812 -3.05089
3.4 130.788 282.987 -3.05629
3.45 132.183 278.919 -3.06123
3.5 133.556 274.612 -3.06569
3.55 134.906 270.07 -3.06967
3.6 136.233 265.3 -3.07316
3.65 137.534 260.307 -3.07616
3.7 138.81 255.098 -3.07866
3.75 140.058 249.681 -3.08064
3.8 141.278 244.064 -3.08211
3.85 142.47 238.258 -3.08306
3.9 143.631 232.271 -3.08349
3.95 144.762 226.114 -3.08337
4 145.861 219.8 -3.08272
4.05 146.927 213.339 -3.08153
4.1 147.961 206.744 -3.07978
4.15 148.961 200.03 -3.07747
4.2 149.927 193.209 -3.0746
4.25 150.859 186.295 -3.07117
4.3 151.755 179.305 -3.06716
4.35 152.616 172.253 -3.06257
4.4 153.442 165.154 -3.05741
4.45 154.232 158.025 -3.05165
4.5 154.987 150.882 -3.0453
4.55 155.705 143.741 -3.03836
4.6 156.389 136.62 -3.03081
4.65 157.036 129.534 -3.02266
4.7 157.649 122.502 -3.0139
4.75 158.226 115.539 -3.00453
4.8 158.77 108.663 -2.99454
4.85 159.279 101.891 -2.98393
4.9 159.755 95.2398 -2.97269
4.95 160.199 88.7253 -2.96082
5 160.611 82.3643 -2.94832
5.05 160.992 76.1728 -2.93519
5.1 161.343 70.1669 -2.92141
5.15 161.664 64.3619 -2.907
5.2 161.958 58.773 -2.89194
5.25 162.225 53.4149 -2.87622
5.3 162.467 48.3021 -2.85986
5.35 162.684 43.4484 -2.84284
5.4 162.878 38.8672 -2.82517
5.45 163.051 34.5713 -2.80683
5.5 163.204 30.5732 -2.78783
5.55 163.339 26.8847 -2.76817
5.6 163.456 23.5172 -2.74784
5.65 163.558 20.4813 -2.72684
5.7 163.647 17.7873 -2.70516
5.75 163.725 15.4448 -2.68282
5.8 163.792 13.4629 -2.65979
5.85 163.851 11.85 -2.63609
5.9 163.904 10.614 -2.61171
5.95 163.953 9.76234 -2.58664
6 164 9.30168 -2.5609
6.05 164.046 9.23825 -2.53446
6.1 164.094 9.57768 -2.50735
6.15 164.145 10.325 -2.47954
6.2 164.203 11.4848 -2.45105
6.25 164.268 13.061 -2.42187
6.3 164.343 15.057 -2.392
6.35 164.431 17.4756 -2.36144
6.4 164.532 20.3191 -2.33019
6.45 164.65 23.5894 -2.29825
6.5 164.787 27.2875 -2.26563
6.55 164.944 31.4143 -2.23231
6.6 165.124 35.9696 -2.1983
6.65 165.328 40.9531 -2.1636
6.7 165.56 46.3637 -2.12822
6.75 165.821 52.1998 -2.09215
6.8 166.113 58.459 -2.0554
6.85 166.439 65.1386 -2.01796
6.9 166.8 72.235 -1.97984
6.95 167.199 79.7441 -1.94105
7 167.637 87.661 -1.90158
7.05 168.117 95.9802 -1.86145
7.1 168.641 104.695 -1.82064
7.15 169.21 113.8 -1.77918
7.2 169.826 123.285 -1.73706
7.25 170.492 133.142 -1.69428
7.3 171.209 143.363 -1.65086
7.35 171.978 153.936 -1.60681
7.4 172.803 164.85 -1.56212
7.45 173.683 176.093 -1.51681
7.5 174.621 187.651 -1.47088
7.55 175.619 199.511 -1.42435
7.6 176.677 211.656 -1.37723
7.65 177.798 224.07 -1.32952
7.7 178.981 236.735 -1.28125
7.75 180.229 249.634 -1.23242
7.8 181.543 262.745 -1.18304
7.85 182.923 276.048 -1.13314
7.9 184.371 289.52 -1.08273
7.95 185.887 303.139 -1.03182
8 187.471 316.879 -0.980447
8.05 189.125 330.716 -0.928615
8.1 190.848 344.622 -0.876351
8.15 192.641 358.57 -0.823677
8.2 194.503 372.532 -0.770618
8.25 196.436 386.478 -0.717199
8.3 198.438 400.378 -0.663447
8.35 200.509 414.203 -0.60939
8.4 202.648 427.921 -0.555059
8.45 204.856 441.501 -0.500485
8.5 207.13 454.912 -0.445701
8.55 209.471 468.123 -0.390741
8.6 211.876 481.104 -0.33564
8.65 214.345 493.826 -0.280437
8.7 216.877 506.26 -0.225171
8.75 219.469 518.379 -0.16988
8.8 222.119 530.158 -0.114608
8.85 224.827 541.573 -0.0593966
8.9 227.59 552.603 -0.00428986
8.95 230.406 563.231 0.0506668
9 233.274 573.443 0.105427
9.05 236.19 583.226 0.159945
9.1 239.153 592.576 0.214171
9.15 242.16 601.489 0.268057
9.2 245.21 609.968 0.321555
9.25 248.3 618.021 0.374616
9.3 251.428 625.663 0.427189
9.35 254.593 632.913 0.479227
9.4 257.792 639.798 0.53068
9.45 261.024 646.35 0.581501
9.5 264.287 652.61 0.631641
9.55 267.58 658.624 0.681055
9.6 270.902 664.445 0.729699
9.65 274.253 670.135 0.777529
9.7 277.632 675.762 0.824504
9.75 281.039 681.4 0.870585
9.8 284.474 687.13 0.915737
9.85 287.939 693.04 0.959926
9.9 291.436 699.222 1.00312
9.95 294.964 705.776 1.0453
10 298.528 712.804 1.08643
10.05 302.131 720.412 1.1265
10.1 305.774 728.71 1.16549
10.15 309.463 737.81 1.20339
10.2 313.202 747.823 1.2402
10.25 316.997 758.864 1.27592
10.3 320.852 771.042 1.31055
10.35 324.774 784.468 1.34409
10.4 328.77 799.245 1.37658
10.45 332.848 815.473 1.40801
10.5 337.014 833.247 1.43843
10.55 341.277 852.652 1.46786
10.6 345.646 873.764 1.49634
10.65 350.129 896.649 1.52391
10.7 354.736 921.36 1.55061
10.75 359.476 947.939 1.57651
10.8 364.358 976.41 1.60167
10.85 369.392 1006.78 1.62613
10.9 374.587 1039.05 1.64998
10.95 379.953 1073.19 1.67328
11 385.499 1109.14 1.69612
11.05 391.233 1146.85 1.71857
11.1 397.164 1186.22 1.74072
11.15 403.3 1227.15 1.76266
11.2 409.647 1269.5 1.78449
11.25 416.213 1313.11 1.80629
11.3 423.002 1357.8 1.82816
11.35 430.019 1403.37 1.85021
11.4 437.267 1449.6 1.87254
11.45 444.748 1496.24 1.89526
11.5 452.463 1543.03 1.91846
11.55 460.411 1589.69 1.94226
11.6 468.591 1635.93 1.96677
11.65 476.998 1681.46 1.99209
11.7 485.628 1725.97 2.01834
11.75 494.474 1769.18 2.04562
11.8 503.528 1810.79 2.07406
11.85 512.781 1850.54 2.10375
11.9 522.222 1888.22 2.13483
11.95 531.84 1923.63 2.16741
12 541.623 1956.64 2.20161
12.05 551.559 1987.2 2.23754
12.1 561.636 2015.33 2.27535
12.15 571.842 2041.16 2.31516
12.2 582.166 2064.94 2.35712
12.25 592.602 2087.05 2.40137
12.3 603.142 2108.04 2.44807
12.35 613.785 2128.59 2.49739
12.4 624.533 2149.6 2.54952
12.45 635.393 2172.16 2.60465
12.5 646.381 2197.54 2.66301
12.55 657.517 2227.25 2.72482
12.6 668.832 2263 2.79037
12.65 680.366 2306.72 2.85992
12.7 692.169 2360.56 2.93379
12.75 704.303 2426.85 3.01234
12.8 716.844 2508.13 3.09593
12.85 729.879 2607.08 3.18497
12.9 743.512 2726.54 3.27991
12.95 757.859 2869.46 3.38122
13 773.054 3038.89 3.48943
13.05 789.243 3237.89 3.60507
13.1 806.591 3469.57 3.72875
13.15 825.276 3736.99 3.86106
13.2 845.491 4043.12 4.00267
13.25 867.445 4390.79 4.15423
13.3 891.359 4782.64 4.31645
13.35 917.464 5220.99 4.49003
13.4 946.003 5707.8 4.67567
13.45 977.225 6244.49 4.87408
13.5 1011.38 6831.78 5.08596
13.55 1048.73 7469.52 5.31195
13.6 1089.51 8156.36 5.55265
13.65 1133.96 8889.48 5.80859
13.7 1182.28 9664.14 6.08019
13.75 1234.65 10473.2 6.36774
13.8 1291.18 11306.4 6.67134
13.85 1351.93 12150.1 6.99086
13.9 1416.86 12985.9 7.32591
13.95 1485.81 13790.8 7.67572
14 1558.49 14535.7 8.03911
14.05 1634.42 15186.1 8.4144
14.1 1712.93 15701.6 8.7993
14.15 1793.12 16037.9 9.19085
14.2 1873.87 16149.2 9.58534
14.25 1953.83 15993.4 9.97828
14.3 2031.54 15540.5 10.3644
14.35 2105.46 14784.2 10.7377
14.4 2174.25 13758.7 11.0918
14.45 2237.05 12559.8 11.42
14.5 2293.91 11372.1 11.7163
14.55 2346.41 10499.4 11.9759
14.6 2398.42 10402.1 12.1967
14.65 2457.14 11744.5 12.3804
14.7 2534.48 15468.1 12.5349
14.75 2649.13 22929.9 12.6769
14.8 2830.09 36191.6 12.8356
14.85 3123.39 58660.8 13.0587
14.9 3606.26 96573.7 13.4228
14.95 4419.54 162656 14.0551
15 5850.52 286196 15.1814
15.05 8578.43 545583 17.2505
15.1 14586.2 1.20154e+06 21.3183
15.15 32065.9 3.49594e+06 30.6458
15.2 132331 2.00531e+07 62.5599
15.25 8.30671e+07 1.6587e+10 1482.13
15.3 -nan -nan -nan
15.35 -nan -nan -nan
15.4 -nan -nan -nan
15.45 -nan -nan -nan
15.5 -nan -nan -nan
15.55 -nan -nan -nan
15.6 -nan -nan -nan
15.65 -nan -nan -nan
15.7 -nan -nan -nan
15.75 -nan -nan -nan
15.8 -nan -nan -nan
15.85 -nan -nan -nan
15.9 -nan -nan -nan
15.95 -nan -nan -nan
16 -nan -nan -nan
16.05 -nan -nan -nan
16.1 -nan -nan -nan
16.15 -nan -nan -nan
16.2 -nan -nan -nan
16.25 -nan -nan -nan
16.3 -nan -nan -nan
16.35 -nan -nan -nan
16.4 -nan -nan -nan
16.45 -nan -nan -nan
16.5 -nan -nan -nan
16.55 -nan -nan -nan
16.6 -nan -nan -nan
16.65 -nan -nan -nan
16.7 -nan -nan -nan
16.75 -nan -nan -nan
16.8 -nan -nan -nan
16.85 -nan -nan -nan
16.9 -nan -nan -nan
16.95 -nan -nan -nan
17 -nan -nan -nan
17.05 -nan -nan -nan
17.1 -nan -nan -nan
17.15 -nan -nan -nan
17.2 -nan -nan -nan
17.25 -nan -nan -nan
17.3 -nan -nan -nan
17.35 -nan -nan -nan
17.4 -nan -nan -nan
17.45 -nan -nan -nan
17.5 -nan -nan -nan
17.55 -nan -nan -nan
17.6 -nan -nan -nan
17.65 -nan -nan -nan
17.7 -nan -nan -nan
17.75 -nan -nan -nan
17.8 -nan -nan -nan
17.85 -nan -nan -nan
17.9 -nan -nan -nan
17.95 -nan -nan -nan
18 -nan -nan -nan
18.05 -nan -nan -nan
18.1 -nan -nan -nan
18.15 -nan -nan -nan
18.2 -nan -nan -nan
18.25 -nan -nan -nan
18.3 -nan -nan -nan
18.35 -nan -nan -nan
18.4 -nan -nan -nan
18.45 -nan -nan -nan
18.5 -nan -nan -nan
18.55 -nan -nan -nan
18.6 -nan -nan -nan
18.65 -nan -nan -nan
18.7 -nan -nan -nan
18.75 -nan -nan -nan
18.8 -nan -nan -nan
18.85 -nan -nan -nan
18.9 -nan -nan -nan
18.95 -nan -nan -nan
19 -nan -nan -nan
19.05 -nan -nan -nan
19.1 -nan -nan -nan
19.15 -nan -nan -nan
19.2 -nan -nan -nan
19.25 -nan -nan -nan
19.3 -nan -nan -nan
19.35 -nan -nan -nan
19.4 -nan -nan -nan
19.45 -nan -nan -nan
19.5 -nan -nan -nan
19.55 -nan -nan -nan
19.6 -nan -nan -nan
19.65 -nan -nan -nan
19.7 -nan -nan -nan
19.75 -nan -nan -nan
19.8 -nan -nan -nan
19.85 -nan -nan -nan
19.9 -nan -nan -nan
19.95 -nan -nan -nan
20 -nan -nan -nan
20.05 -nan -nan -nan
20.1 -nan -nan -nan
20.15 -nan -nan -nan
20.2 -nan -nan -nan
20.25 -nan -nan -nan
20.3 -nan -nan -nan
20.35 -nan -nan -nan
20.4 -nan -nan -nan
20.45 -nan -nan -nan
20.5 -nan -nan -nan
20.55 -nan -nan -nan
20.6 -nan -nan -nan
20.65 -nan -nan -nan
20.7 -nan -nan -nan
20.75 -nan -nan -nan
20.8 -nan -nan -nan
20.85 -nan -nan -nan
20.9 -nan -nan -nan
20.95 -nan -nan -nan
21 -nan -nan -nan
21.05 -nan -nan -nan
21.1 -nan -nan -nan
21.15 -nan -nan -nan
21.2 -nan -nan -nan
21.25 -nan -nan -nan
21.3 -nan -nan -nan
21.35 -nan -nan -nan
21.4 -nan -nan -nan
21.45 -nan -nan -nan
21.5 -nan -nan -nan
21.55 -nan -nan -nan
21.6 -nan -nan -nan
21.65 -nan -nan -nan
21.7 -nan -nan -nan
21.75 -nan -nan -nan
21.8 -nan -nan -nan
21.85 -nan -nan -nan
21.9 -nan -nan -nan
21.95 -nan -nan -nan
22 -nan -nan -nan
22.05 -nan -nan -nan
22.1 -nan -nan -nan
22.15 -nan -nan -nan
22.2 -nan -nan -nan
22.25 -nan -nan -nan
22.3 -nan -nan -nan
22.35 -nan -nan -nan
22.4 -nan -nan -nan
22.45 -nan -nan -nan
22.5 -nan -nan -nan
22.55 -nan -nan -nan
22.6 -nan -nan -nan
22.65 -nan -nan -nan
22.7 -nan -nan -nan
22.75 -nan -nan -nan
22.8 -nan -nan -nan
22.85 -nan -nan -nan
22.9 -nan -nan -nan
22.95 -nan -nan -nan
23 -nan -nan -nan
23.05 -nan -nan -nan
23.1 -nan -nan -nan
23.15 -nan -nan -nan
23.2 -nan -nan -nan
23.25 -nan -nan -nan
23.3 -nan -nan -nan
23.35 -nan -nan -nan
23.4 -nan -nan -nan
23.45 -nan -nan -nan
23.5 -nan -nan -nan
23.55 -nan -nan -nan
23.6 -nan -nan -nan
23.65 -nan -nan -nan
23.7 -nan -nan -nan
23.75 -nan -nan -nan
23.8 -nan -nan -nan
23.85 -nan -nan -nan
23.9 -nan -nan -nan
23.95 -nan -nan -nan
24 -nan -nan -nan
24.05 -nan -nan -nan
24.1 -nan -nan -nan
24.15 -nan -nan -nan
24.2 -nan -nan -nan
24.25 -nan -nan -nan
24.3 -nan -nan -nan
24.35 -nan -nan -nan
24.4 -nan -nan -nan
24.45 -nan -nan -nan
24.5 -nan -nan -nan
24.55 -nan -nan -nan
24.6 -nan -nan -nan
24.65 -nan -nan -nan
24.7 -nan -nan -nan
24.75 -nan -nan -nan
24.8 -nan -nan -nan
24.85 -nan -nan -nan
24.9 -nan -nan -nan
24.95 -nan -nan -nan
25 -nan -nan -nan
25.05 -nan -nan -nan
25.1 -nan -nan -nan
25.15 -nan -nan -nan
25.2 -nan -nan -nan
25.25 -nan -nan -nan
25.3 -nan -nan -nan
25.35 -nan -nan -nan
25.4 -nan -nan -nan
25.45 -nan -nan -nan
25.5 -nan -nan -nan
25.55 -nan -nan -nan
25.6 -nan -nan -nan
25.65 -nan -nan -nan
25.7 -nan -nan -nan
25.75 -nan -nan -nan
25.8 -nan -nan -nan
25.85 -nan -nan -nan
25.9 -nan -nan -nan
25.95 -nan -nan -nan
26 -nan -nan -nan
26.05 -nan -nan -nan
26.1 -nan -nan -nan
26.15 -nan -nan -nan
26.2 -nan -nan -nan
26.25 -nan -nan -nan
26.3 -nan -nan -nan
26.35 -nan -nan -nan
26.4 -nan -nan -nan
26.45 -nan -nan -nan
26.5 -nan -nan -nan
26.55 -nan -nan -nan
26.6 -nan -nan -nan
26.65 -nan -nan -nan
26.7 -nan -nan -nan
26.75 -nan -nan -nan
26.8 -nan -nan -nan
26.85 -nan -nan -nan
26.9 -nan -nan -nan
26.95 -nan -nan -nan
27 -nan -nan -nan
27.05 -nan -nan -nan
27.1 -nan -nan -nan
27.15 -nan -nan -nan
27.2 -nan -nan -nan
27.25 -nan -nan -nan
27.3 -nan -nan -nan
27.35 -nan -nan -nan
27.4 -nan -nan -nan
27.45 -nan -nan -nan
27.5 -nan -nan -nan
27.55 -nan -nan -nan
27.6 -nan -nan -nan
27.65 -nan -nan -nan
27.7 -nan -nan -nan
27.75 -nan -nan -nan
27.8 -nan -nan -nan
27.85 -nan -nan -nan
27.9 -nan -nan -nan
27.95 -nan -nan -nan
28 -nan -nan -nan
28.05 -nan -nan -nan
28.1 -nan -nan -nan
28.15 -nan -nan -nan
28.2 -nan -nan -nan
28.25 -nan -nan -nan
28.3 -nan -nan -nan
28.35 -nan -nan -nan
28.4 -nan -nan -nan
28.45 -nan -nan -nan
28.5 -nan -nan -nan
28.55 -nan -nan -nan
28.6 -nan -nan -nan
28.65 -nan -nan -nan
28.7 -nan -nan -nan
28.75 -nan -nan -nan
28.8 -nan -nan -nan
28.85 -nan -nan -nan
28.9 -nan -nan -nan
28.95 -nan -nan -nan
29 -nan -nan -nan
29.05 -nan -nan -nan
29.1 -nan -nan -nan
29.15 -nan -nan -nan
29.2 -nan -nan -nan
29.25 -nan -nan -nan
29.3 -nan -nan -nan
29.35 -nan -nan -nan
29.4 -nan -nan -nan
29.45 -nan -nan -nan
29.5 -nan -nan -nan
29.55 -nan -nan -nan
29.6 -nan -nan -nan
29.65 -nan -nan -nan
29.7 -nan -nan -nan
29.75 -nan -nan -nan
29.8 -nan -nan -nan
29.85 -nan -nan -nan
29.9 -nan -nan -nan
29.95 -nan -nan -nan
30 -nan -nan -nan
30.05 -nan -nan -nan
30.1 -nan -nan -nan
30.15 -nan -nan -nan
30.2 -nan -nan -nan
30.25 -nan -nan -nan
30.3 -nan -nan -nan
30.35 -nan -nan -nan
30.4 -nan -nan -nan
30.45 -nan -nan -nan
30.5 -nan -nan -nan
30.55 -nan -nan -nan
30.6 -nan -nan -nan
30.65 -nan -nan -nan
30.7 -nan -nan -nan
30.75 -nan -nan -nan
30.8 -nan -nan -nan
30.85 -nan -nan -nan
30.9 -nan -nan -nan
30.95 -nan -nan -nan
31 -nan -nan -nan
31.05 -nan -nan -nan
31.1 -nan -nan -nan
31.15 -nan -nan -nan
31.2 -nan -nan -nan
31.25 -nan -nan -nan
31.3 -nan -nan -nan
31.35 -nan -nan -nan
31.4 -nan -nan -nan
31.45 -nan -nan -nan
31.5 -nan -nan -nan
31.55 -nan -nan -nan
31.6 -nan -nan -nan
31.65 -nan -nan -nan
31.7 -nan -nan -nan
31.75 -nan -nan -nan
31.8 -nan -nan -nan
31.85 -nan -nan -nan
31.9 -nan -nan -nan
31.95 -nan -nan -nan
32 -nan -nan -nan
32.05 -nan -nan -nan
32.1 -nan -nan -nan
32.15 -nan -nan -nan
32.2 -nan -nan -nan
32.25 -nan -nan -nan
32.3 -nan -nan -nan
32.35 -nan -nan -nan
32.4 -nan -nan -nan
32.45 -nan -nan -nan
32.5 -nan -nan -nan
32.55 -nan -nan -nan
32.6 -nan -nan -nan
32.65 -nan -nan -nan
32.7 -nan -nan -nan
32.75 -nan -nan -nan
32.8 -nan -nan -nan
32.85 -nan -nan -nan
32.9 -nan -nan -nan
32.95 -nan -nan -nan
33 -nan -nan -nan
33.05 -nan -nan -nan
33.1 -nan -nan -nan
33.15 -nan -nan -nan
33.2 -nan -nan -nan
33.25 -nan -nan -nan
33.3 -nan -nan -nan
33.35 -nan -nan -nan
33.4 -nan -nan -nan
33.45 -nan -nan -nan
33.5 -nan -nan -nan
33.55 -nan -nan -nan
33.6 -nan -nan -nan
33.65 -nan -nan -nan
33.7 -nan -nan -nan
33.75 -nan -nan -nan
33.8 -nan -nan -nan
33.85 -nan -nan -nan
33.9 -nan -nan -nan
33.95 -nan -nan -nan
34 -nan -nan -nan
34.05 -nan -nan -nan
34.1 -nan -nan -nan
34.15 -nan -nan -nan
34.2 -nan -nan -nan
34.25 -nan -nan -nan
34.3 -nan -nan -nan
34.35 -nan -nan -nan
34.4 -nan -nan -nan
34.45 -nan -nan -nan
34.5 -nan -nan -nan
34.55 -nan -nan -nan
34.6 -nan -nan -nan
34.65 -nan -nan -nan
34.7 -nan -nan -nan
34.75 -nan -nan -nan
34.8 -nan -nan -nan
34.85 -nan -nan -nan
34.9 -nan -nan -nan
34.95 -nan -nan -nan
35 -nan -nan -nan
35.05 -nan -nan -nan
35.1 -nan -nan -nan
35.15 -nan -nan -nan
35.2 -nan -nan -nan
35.25 -nan -nan -nan
35.3 -nan -nan -nan
35.35 -nan -nan -nan
35.4 -nan -nan -nan
35.45 -nan -nan -nan
35.5 -nan -nan -nan
35.55 -nan -nan -nan
35.6 -nan -nan -nan
35.65 -nan -nan -nan
35.7 -nan -nan -nan
35.75 -nan -nan -nan
35.8 -nan -nan -nan
35.85 -nan -nan -nan
35.9 -nan -nan -nan
35.95 -nan -nan -nan
36 -nan -nan -nan
36.05 -nan -nan -nan
36.1 -nan -nan -nan
36.15 -nan -nan -nan
36.2 -nan -nan -nan
36.25 -nan -nan -nan
36.3 -nan -nan -nan
36.35 -nan -nan -nan
36.4 -nan -nan -nan
36.45 -nan -nan -nan
36.5 -nan -nan -nan
36.55 -nan -nan -nan
36.6 -nan -nan -nan
36.65 -nan -nan -nan
36.7 -nan -nan -nan
36.75 -nan -nan -nan
36.8 -nan -nan -nan
36.85 -nan -nan -nan
36.9 -nan -nan -nan
36.95 -nan -nan -nan
37 -nan -nan -nan
37.05 -nan -nan -nan
37.1 -nan -nan -nan
37.15 -nan -nan -nan
37.2 -nan -nan -nan
37.25 -nan -nan -nan
37.3 -nan -nan -nan
37.35 -nan -nan -nan
37.4 -nan -nan -nan
37.45 -nan -nan -nan
37.5 -nan -nan -nan
37.55 -nan -nan -nan
37.6 -nan -nan -nan
37.65 -nan -nan -nan
37.7 -nan -nan -nan
37.75 -nan -nan -nan
37.8 -nan -nan -nan
37.85 -nan -nan -nan
37.9 -nan -nan -nan
37.95 -nan -nan -nan
38 -nan -nan -nan
38.05 -nan -nan -nan
38.1 -nan -nan -nan
38.15 -nan -nan -nan
38.2 -nan -nan -nan
38.25 -nan -nan -nan
38.3 -nan -nan -nan
38.35 -nan -nan -nan
38.4 -nan -nan -nan
38.45 -nan -nan -nan
38.5 -nan -nan -nan
38.55 -nan -nan -nan
38.6 -nan -nan -nan
38.65 -nan -nan -nan
38.7 -nan -nan -nan
38.75 -nan -nan -nan
38.8 -nan -nan -nan
38.85 -nan -nan -nan
38.9 -nan -nan -nan
38.95 -nan -nan -nan
39 -nan -nan -nan
39.05 -nan -nan -nan
39.1 -nan -nan -nan
39.15 -nan -nan -nan
39.2 -nan -nan -nan
39.25 -nan -nan -nan
39.3 -nan -nan -nan
39.35 -nan -nan -nan
39.4 -nan -nan -nan
39.45 -nan -nan -nan
39.5 -nan -nan -nan
39.55 -nan -nan -nan
39.6 -nan -nan -nan
39.65 -nan -nan -nan
39.7 -nan -nan -nan
39.75 -nan -nan -nan
39.8 -nan -nan -nan
39.85 -nan -nan -nan
39.9 -nan -nan -nan
39.95 -nan -nan -nan
40 -nan -nan -nan
40.05 -nan -nan -nan
40.1 -nan -nan -nan
40.15 -nan -nan -nan
40.2 -nan -nan -nan
40.25 -nan -nan -nan
40.3 -nan -nan -nan
40.35 -nan -nan -nan
40.4 -nan -nan -nan
40.45 -nan -nan -nan
40.5 -nan -nan -nan
40.55 -nan -nan -nan
40.6 -nan -nan -nan
40.65 -nan -nan -nan
40.7 -nan -nan -nan
40.75 -nan -nan -nan
40.8 -nan -nan -nan
40.85 -nan -nan -nan
40.9 -nan -nan -nan
40.95 -nan -nan -nan
41 -nan -nan -nan
41.05 -nan -nan -nan
41.1 -nan -nan -nan
41.15 -nan -nan -nan
41.2 -nan -nan -nan
41.25 -nan -nan -nan
41.3 -nan -nan -nan
41.35 -nan -nan -nan
41.4 -nan -nan -nan
41.45 -nan -nan -nan
41.5 -nan -nan -nan
41.55 -nan -nan -nan
41.6 -nan -nan -nan
41.65 -nan -nan -nan
41.7 -nan -nan -nan
41.75 -nan -nan -nan
41.8 -nan -nan -nan
41.85 -nan -nan -nan
41.9 -nan -nan -nan
41.95 -nan -nan -nan
42 -nan -nan -nan
42.05 -nan -nan -nan
42.1 -nan -nan -nan
42.15 -nan -nan -nan
42.2 -nan -nan -nan
42.25 -nan -nan -nan
42.3 -nan -nan -nan
42.35 -nan -nan -nan
42.4 -nan -nan -nan
42.45 -nan -nan -nan
42.5 -nan -nan -nan
42.55 -nan -nan -nan
42.6 -nan -nan -nan
42.65 -nan -nan -nan
42.7 -nan -nan -nan
42.75 -nan -nan -nan
42.8 -nan -nan -nan
42.85 -nan -nan -nan
42.9 -nan -nan -nan
42.95 -nan -nan -nan
43 -nan -nan -nan
43.05 -nan -nan -nan
43.1 -nan -nan -nan
43.15 -nan -nan -nan
43.2 -nan -nan -nan
43.25 -nan -nan -nan
43.3 -nan -nan -nan
43.35 -nan -nan -nan
43.4 -nan -nan -nan
43.45 -nan -nan -nan
43.5 -nan -nan -nan
43.55 -nan -nan -nan
43.6 -nan -nan -nan
43.65 -nan -nan -nan
43.7 -nan -nan -nan
43.75 -nan -nan -nan
43.8 -nan -nan -nan
43.85 -nan -nan -nan
43.9 -nan -nan -nan
43.95 -nan -nan -nan
44 -nan -nan -nan
44.05 -nan -nan -nan
44.1 -nan -nan -nan
44.15 -nan -nan -nan
44.2 -nan -nan -nan
44.25 -nan -nan -nan
44.3 -nan -nan -nan
44.35 -nan -nan -nan
44.4 -nan -nan -nan
44.45 -nan -nan -nan
44.5 -nan -nan -nan
44.55 -nan -nan -nan
44.6 -nan -nan -nan
44.65 -nan -nan -nan
44.7 -nan -nan -nan
44.75 -nan -nan -nan
44.8 -nan -nan -nan
44.85 -nan -nan -nan
44.9 -nan -nan -nan
44.95 -nan -nan -nan
45 -nan -nan -nan
45.05 -nan -nan -nan
45.1 -nan -nan -nan
45.15 -nan -nan -nan
45.2 -nan -nan -nan
45.25 -nan -nan -nan
45.3 -nan -nan -nan
45.35 -nan -nan -nan
45.4 -nan -nan -nan
45.45 -nan -nan -nan
45.5 -nan -nan -nan
45.55 -nan -nan -nan
